school_id,school_name
5185,Madison County High School
5186,"Madison HS, San Diego"
5187,Madison Heights
5188,Madison High School
5189,Madison JC
5190,Madison Township
5191,Madras High School
5192,Madrid
5193,Maestro Ladi
5194,Magee High School
5195,Maggie Walker
5196,Magnolia Heights High School
5197,Magnolia High School
5198,Magnolia West High School
5199,Magruder
5200,Mahomet-Seymour High School
5201,Mahopac
5202,Mahtomedi High School
5203,Mahwah
5204,Maine
5205,Maine Central Institute
5206,Maine East
5207,Maine South
5208,Maine South High School
5209,Maine West High School
5210,Maine-Endwell
5211,Maine-Endwell High School
5212,Mainland
5213,Mainland Regional
5214,Mainland Regional High School
5215,Maize
5216,Maize High School
5217,Malabar
5218,Malden
5219,Malden High School
5220,Male
5221,Malokai
5222,Malone College
5223,Malvern High School
5224,Malvern Prep
5225,Malvern Prep HS
5226,Malvern Prep School
5227,Malvern Preparatory School
5228,Mamaroneck
5229,Mammoth
5230,Manalapan
5231,Manasquan
5232,Manatee High School
5233,Manchester
5234,Manchester Central
5235,Manchester College
5236,Manchester Community College
5237,Manchester Memorial
5238,Manchester North
5239,Mandarin
5240,Manden
5241,Mandeville
5242,Manhattan
5243,Manhattan College
5244,Manhattan High School
5245,Manhattan Prep
5246,Manhattan Vocational
5247,Manhattanville College
5248,Manheim Central High School
5249,Manheim Township High School
5250,Manitowoc Lincoln High School
5251,Mankato West
5252,Mann Community College
5253,Manning
5254,Mannington
5255,Mansfield
5256,Mansfield High School
5257,Mansfield Legacy High School
5258,Mansfield University of Pennsylvania
5259,Manteca
5260,Manteo
5261,Manual
5262,Manual Arts
5263,Manuela Toro High School
5264,Manvel HS
5265,Manvel High School
5266,Manville
5267,Manzano
5268,Manzano High School
5269,Maple Hill High School
5270,Maple Ridge
5271,Maple Ridge High School
5272,Maple Shade
5273,Maple Woods Community College
5274,Maplesville
5275,Mapletown
5276,Maplewood
5277,"Maplewood-Richmond Heights,MO"
5278,Maplewoods JC
5279,Mar-Mack
5280,Marana
5281,Marana High School
5282,"Maranatha HS, Pasadena, Calif."
5283,Maranatha High School
5284,Marathon
5285,Marble Falls
5286,Marblehead
5287,Marcellus Central
5288,Marcos de Niza
5289,Marcus High School
5290,Marengo
5291,Marengo Academy
5292,Maret School
5293,Margaretta
5294,Marhar Regional
5295,Maria Teresa Pineiro
5296,Maria Teresa Pineiro High School
5297,Marian Catholic
5298,"Marian Catholic HS, Chicago Heights, Ill."
5299,Marian Catholic High School
5300,Marian College
5301,Marianna High School
5302,Marietta College
5303,Marietta High School
5304,Marin Catholic
5305,Marina High School
5306,Mariner High School
5307,Marinette
5308,Marini
5309,Marion Abramson
5310,Marion Catholic
5311,Marion Center High School
5312,Marion College
5313,Marion County
5314,Marion HS
5315,Marion Harding
5316,Marion High School
5317,Marissa
5318,Marist
5319,Marist College
5320,Marist High School
5321,Marist School
5322,Marjory Stoneman Douglas High School
5323,Marjory Stoneman-Douglas High School
5324,Mark Morris
5325,Mark Smith
5326,Mark Twain
5327,Marked Tree High School
5328,Markville
5329,Marlboro
5330,Marlboro Central
5331,Marlow
5332,Marmion Academy
5333,Maroa-Forsyth
5334,Marple Newtown
5335,Marquette High School
5336,Marquette University
5337,Marriam
5338,Marriott
5339,Mars Hill College
5340,Marshall
5341,Marshall County
5342,Marshall HS
5343,Marshall High School
5344,Marshall University
5345,Marshalltown
5346,Marshalltown Community College
5347,Marshfield
5348,Mart
5349,Martin
5350,Martin County
5351,Martin County High School
5352,Martin Junior College
5353,Martin Luther King
5354,Martin Luther King High School
5355,Martin Methodist College
5356,Martin Van Buren
5357,Martinsburg High School
5358,Martinsville
5359,Marvin Ridge High School
5360,Mary Carroll
5361,Mary G Montgomery High School
5362,Mary Washington College
5363,Maryknoll High School
5364,Marysville
5365,Marysville-Pilchuck
5366,Maryvale
5367,Maryville College
5368,Maryville University
5369,Mascoutah
5370,Mason City
5371,Mason County
5372,Mason HS
5373,Massachusetts Bay Community College
5374,Massachusetts College of Liberal Arts
5375,Massachusetts Institute of Technology
5376,Massachusetts-Lowell
5377,Massanutten Academy
5378,Massapequa
5379,Massasoit
5380,Massasoit Community College
5381,Massena Central
5382,"Master's College, The"
5383,Masuk High School
5384,Matawan
5385,Mater Academy Charter High School
5386,Mater Academy Charter School
5387,Mater Christi
5388,Mater Dei High School
5389,Mather
5390,Matheson Secondary
5391,Mathews High School
5392,Mattawan
5393,Mattoon
5394,Maud
5395,Maui High School
5396,Mauldin
5397,Mauldin High School
5398,Maumee
5399,Maury
5400,Max Cameron Secondary
5401,Mayde Creek High School
5402,Mayfair High School
5403,Mayfield High School
5404,Mayfield Secondary School
5405,Mayo
5406,Mays
5407,Maysville
5408,Mayville State University
5409,Mazama
5410,McAdory
5411,McAlester
5412,McAllen High School
5413,McArthur
5414,McArthur High School
5415,McAteer
5416,McBee
5417,"McCallie School, The"
5418,McCallum
5419,McCarthy
5420,McCaskey
5421,McClain
5422,McClancy Memorial High School
5423,McClatchy High School
5424,McClenegham
5425,McClennan JC
5426,McClintock
5427,McCluer
5428,McCluer North
5429,McClung Collegiate
5430,McClure Academy
5431,McComb High School
5432,McCook
5433,McCoy
5434,McCracken
5435,McCrory
5436,McCrory-Liston
5437,McCullough
5438,McCutcheon
5439,McCutcheon High School
5440,McDaniel College
5441,McDonogh
5442,McDowell
5443,McEachern
5444,"McEachern HS, Powder Springs, Ga."
5445,McEachern High School
5446,McGavock High School
5447,McGehee
5448,McGill-Toolen
5449,McGill-Toolen High School
5450,McGregor
5451,McHenry County College
5452,McHenry County JC
5453,McHenry High School
5454,McIntosh High School
5455,McKay
5456,McKean
5457,McKee Vo Tech
5458,McKell
5459,McKendree University
5460,McKenzie High School
5461,McKinley High School
5462,McKinleyville
5463,McKinney Boyd High School
5464,McKinney High School
5465,McKoosa
5466,McLain High School
5467,McLainsboro
5468,McLane
5469,McLaurin
5470,"McLaurin HS, Florence, Miss."
5471,McLean
5472,McLean County
5473,McLennan Community College
5474,McLennan JC
5475,McLoughlin
5476,McMahon
5477,McMain
5478,McMichael
5479,McMillan
5480,McMinn Central
5481,McMinn County
5482,McMurry University
5483,McNair High School
5484,McNary
5485,McNeese State
5486,McNeese State University
5487,McNeil
5488,McNicholas High School
5489,McQuaid Jesuit
5490,McQueen
5491,McRoberts
5492,Mcintosh County Academy
5493,Mead
5494,Meade County
5495,Meadowbrook
5496,Meadowdale
5497,Meadowvale
5498,Meadville
5499,Mechanicsburg Area
5500,Medardo Carazo
5501,Medfield High School
5502,Medford
5503,Medical Lake
5504,Medina Valley
5505,Mehlville High School
5506,Melbourne
5507,Melbourne High School
5508,Melville
5509,Melvindale
5510,Memonomee
5511,Memorial
5512,Memorial Day
5513,Memorial High School
5514,Memphis
5515,Memphis Catholic
5516,Memphis East
5517,Memphis University
5518,Memphis University HS
5519,Menard
5520,Menasha
5521,Menchville
5522,Mendel Catholic
5523,Mendocino College
5524,Mendon
5525,Menendez
5526,Menlo
5527,Menlo College
5528,"Menlo HS, Atherton, Calif."
5529,Menlo-Atherton
5530,Mennonite Educational Institute
5531,Menominee High School
5532,Menomonie High School
5533,Mentor High School
5534,Merced
5535,Merced College
5536,Merced JC
5537,Mercer
5538,Mercer County Community College
5539,Mercer Island
5540,Mercer Island HS
5541,Mercer University
5542,Mercersburg Academy
5543,Mercy College
5544,Mercy Cross
5545,Mercy High School
5546,Mercyhurst
5547,Mercyhurst College
5548,Meridan
5549,Meridian Community College
5550,Meridian High School
5551,Meridian JC
5552,Merrimack College
5553,Merritt College
5554,Merritt Island
5555,Merritt Island HS
5556,Mesa
5557,Mesa Community College
5558,Mesa High School
5559,Mesa State College
5560,Mesquite High School
5561,Messiah College
5562,Messick High School
5563,Metamora Township High School
5564,Methacton
5565,Methodist University
5566,Methuen
5567,Methuen High School
5568,Metro Christian Academy
5569,Metropolis Community
5570,Metropolitan
5571,Metropolitan Community College-Longview
5572,Metropolitan State College of Denver
5573,Metter
5574,Metuchen
5575,Mexia High School
5576,Mexico
5577,Meyers
5578,Meyersdale Area
5579,Miami
5580,Miami Beach
5581,Miami Beach HS
5582,Miami Carol City Senior High
5583,Miami Christian
5584,Miami Christian School
5585,Miami Dade College
5586,Miami Dade JC
5587,Miami East
5588,Miami Edison High School
5589,Miami Senior High School
5590,Miami Southridge High School
5591,Miami Springs
5592,Miami Springs HS
5593,Miami Sunset HS
5594,Miami University
5595,Miami University Hamilton
5596,Miami University of Ohio
5597,Miami University-Middletown
5598,Miami-Dade College
5599,Miami-Dade South Community College
5600,Michael Power-St. Josephs
5601,Michele Clark
5602,Michigan
5603,Michigan City
5604,Michigan State University
5605,Mickens
5606,Mid Park
5607,"Mid-Carolina HS, Prosperity, S.C."
5608,Mid-Carolina High School
5609,Mid-Pacific Institute
5610,Mid-Pacific Institute High School
5611,MidAmerica Nazarene University
5612,Middle Creek
5613,Middle Georgia
5614,Middle Georgia College
5615,Middle Georgia State College
5616,Middle Tennessee State
5617,Middle Tennessee State University
5618,Middleburg
5619,Middlesex
5620,Middlesex Community College
5621,Middlesex County College
5622,Middleton
5623,Middleton High School
5624,Middletown
5625,Middletown Area
5626,Middletown South High School
5627,Middletown Woodrow Wilson
5628,Midland Christian
5629,Midland College
5630,Midland High School
5631,Midland JC
5632,Midland Lutheran College
5633,Midland Park
5634,Midland Valley
5635,Midlothian
5636,Midlothian HS
5637,Midvale
5638,Midview
5639,Midview High School
5640,Midway
5641,Midway High School
5642,Midwest City High School
5643,Midwestern State University
5644,Mifflin County High School
5645,Mifflinburg Area
5646,Miguel Melendez High School
5647,Miguel Melendez Munoz
5648,Miguel Melendez Munoz High School
5649,Miguel Such High School
5650,Milaca
5651,Milan
5652,Milby High School
5653,Miles Community College
5654,Milford Academy
5655,Milford High School
5656,Milford Mill
5657,Mililani High School
5658,Mill Creek
5659,Mill Creek High School
5660,Millard North
5661,Millard South
5662,Millard West High School
5663,Millbrook
5664,Millburn HS
5665,Millburn High School
5666,Milledge Academy
5667,Miller High School
5668,Miller Place
5669,Miller Place High School
5670,Millersville
5671,Millersville University of Pennsylvania
5672,Milligan College
5673,Millikan High School
5674,Millikin University
5675,Millington
5676,Millington Central
5677,Mills
5678,Mills Godwin
5679,Millsap
5680,Millsaps College
5681,Millville High School
5682,Millwood
5683,Milton Academy
5684,Milton College
5685,Milton High School
5686,Milwaukee Area Technical College
5687,Milwaukee Central
5688,Milwaukie
5689,Minden
5690,Mindon
5691,Mindzenty
5692,Mineola
5693,Mineral Area College
5694,Mineral Area Junior College
5695,Mineral County
5696,Minersville
5697,Minerva
5698,Minford
5699,Mingo
5700,Mingus
5701,Minico
5702,Minidoka County
5703,Minnesota
5704,Minnesota Lake
5705,Minnesota State
5706,"Minnesota State University, Mankato"
5707,Minnesota State University-Mankato
5708,Minnesota-Crookston
5709,Minnetonka
5710,Minooka Community
5711,Minooka Community High School
5712,Minor High School
5713,Minot State University
5714,Minster
5715,Mira Costa
5716,Mira Costa College
5717,Mira Costa High School
5718,Mira Loma
5719,Mira Mesa High School
5720,Miramar High School
5721,Miramonte High School
5722,Mishawaka
5723,Mission
5724,Mission Bay High School
5725,Mission College
5726,Mission Hills High School
5727,Mission JC
5728,Mission San Jose High School
5729,Mission Viejo
5730,Mission Viejo High School
5731,Mississippi College
5732,Mississippi Delta Community College
5733,Mississippi Gulf Coast Community College
5734,Mississippi State University
5735,Mississippi Valley State University
5736,Missouri
5737,Missouri Baptist
5738,Missouri Baptist University
5739,Missouri Southern State
5740,Missouri Southern State College
5741,Missouri Southern State University
5742,Missouri State University
5743,Missouri Valley College
5744,Missouri Western State University
5745,Mitchell
5746,Mitchell College
5747,Mitchell County
5748,Moahalua
5749,Moberly
5750,Mobile
5751,Mobile Christian HS
5752,Mobile County
5753,Modesto
5754,Modesto Junior College
5755,Moeller High School
5756,Moffat County
5757,Mohawk
5758,Mohawk Valley Community College
5759,Mojave
5760,Molalla
5761,Moline
5762,Moline High School
5763,Molloy College
5764,Molokai
5765,Mona Shores
5766,Monacan High School
5767,Monache
5768,Monadnock Regional
5769,Monahans
5770,Monarch
5771,Monarch High School
5772,Monessen
5773,Monmouth College
5774,Monmouth University
5775,Monona Grove
5776,Monongah
5777,Monongahela Valley Catholic
5778,Monroe Academy
5779,Monroe Area
5780,Monroe Catholic Central
5781,Monroe Catholic High School
5782,Monroe Community College
5783,Monroe County
5784,Monroe High School
5785,Monroe JC
5786,Monroe Township High School
5787,Monroe-Woodbury
5788,Monrovia High School
5789,Monserrate Leon De Irriza
5790,Monsignor Bonner
5791,Monsignor Bonner High School
5792,Monsignor Donovan
5793,Monsignor Edward Pace High School
5794,Monsignor Farrell
5795,Monsignor Kelly Catholic High School
5796,Monsignor McClancy Memorial High School
5797,Monsignor Pace High School
5798,Monson High School
5799,Monta Vista
5800,Montana
5801,Montana State
5802,Montana State University
5803,Montbello
5804,Montcalm
5805,Montclair
5806,Montclair College Preparatory School
5807,Montclair State University
5808,Monte Vista High School
5809,Montebello
5810,Montello
5811,Monterey High School
5812,Monterey Peninsula College
5813,Montesano
5814,Montesano High School
5815,Montevallo
5816,Montezuma
5817,Montezuma-Cortez High School
5818,Montgomery Bell Academy
5819,Montgomery College
5820,Montgomery College-Rockville
5821,Montgomery High School
5822,Monticello
5823,Monticello High School
5824,Montmorency
5825,Montmorency College
5826,Montour
5827,Montoursville
5828,Montpelier
5829,Montreat
5830,Montreat College
5831,Montrose
5832,Montverde Academy
5833,Montverde Acedmy
5834,Montville
5835,Moody High School
5836,Moon Area
5837,Moon Valley
5838,Mooney High School
5839,Moore Catholic
5840,Moore High School
5841,Moorestown FriendsHigh School
5842,Mooresville
5843,Moorpark
5844,Moorpark College
5845,Moorpark JC
5846,Moose Jaw
5847,Mora
5848,Moraine Valley Community College
5849,Moravia Central
5850,Moravian College
5851,Moreau Catholic Academy
5852,Morehead
5853,Morehead State
5854,Morehead State University
5855,Morehouse
5856,Morehouse College
5857,Morello Prep
5858,Moreno Valley
5859,Morgan
5860,Morgan Academy
5861,Morgan City
5862,Morgan City Central Catholic
5863,Morgan County
5864,Morgan Park
5865,Morgan Park High School
5866,Morgantown
5867,Moriarty
5868,Morningside College
5869,Morningside High School
5870,Morrilton
5871,Morris
5872,Morris Community High School
5873,Morris Harvey
5874,Morris Hills
5875,Morris Knolls
5876,Morris Knolls High School
5877,Morristown
5878,Morristown Hamblen East
5879,Morristown West
5880,Morrisville
5881,Morro Bay
5882,Morrow
5883,Morse
5884,Mortimer Jordan
5885,Morton
5886,Morton College
5887,Morton West
5888,Moscow
5889,Mosely High School
5890,Moses Lake
5891,Mosley High School
5892,Moss Point
5893,Most Holy Trinity
5894,Motlow State Community College
5895,Motlow State JC
5896,Mott Community College
5897,Moultrie
5898,Mound
5899,Mound City
5900,Mounds
5901,Mounds View
5902,Mounds View High School
5903,Mount Abraham
5904,Mount Ararat
5905,Mount Carmel Area
5906,Mount Carmel High School
5907,Mount De Sales
5908,Mount Diablo
5909,Mount Dora Bible
5910,Mount Eden High School
5911,Mount Everett
5912,Mount Healthy
5913,Mount Home
5914,Mount Hood Community College
5915,Mount Lebanon
5916,Mount Miguel High School
5917,Mount Olive
5918,Mount Olive College
5919,Mount Paran High School
5920,Mount Pleasant
5921,Mount Pleasant High School
5922,Mount Rainier High School
5923,Mount Saint Joseph
5924,Mount Saint Joseph High School
5925,Mount Saint Mary College
5926,Mount Saint Michael Academy
5927,Mount San Antonio College
5928,Mount Si
5929,Mount Spokane High School
5930,Mount St. Joseph
5931,Mount St. Mary's
5932,Mount St. Marys
5933,Mount St. Michael Academy
5934,Mount Tahoma
5935,Mount Union Area
5936,Mount Union College
5937,Mount Vernon
5938,Mount Vernon High School
5939,Mount Vernon Nazarene University
5940,Mount Vernon Presbyterian High School
5941,Mount Whitney High School
5942,Mount Zion
5943,Mountain Brook
5944,Mountain Brook High School
5945,Mountain Crest
5946,Mountain Home
5947,Mountain Lakes
5948,"Mountain Pointe HS, Phoenix"
5949,Mountain Pointe High School
5950,Mountain Ridge High School
5951,Mountain View High School
5952,Mountain Vista High School
5953,Mountlake Terrace
5954,Moweaqua
5955,Msgr. McClancy Memorial High School
5956,Mt. Lebanon High School
5957,Mt. San Antonio College
5958,Mt. San Jacinto College
5959,Mt. Spokane HS
5960,Mt. Vernon High School
5961,Muhlenberg High School
5962,Muir High School
5963,Mullen
5964,Mumford
5965,Muncie Central
5966,Muncie Southside
5967,Muncy
5968,Mundelein High School
5969,Mundy's Mill
5970,Munford
5971,Munster
5972,Murfreesboro Central
5973,Murphy
5974,Murrah High School
5975,Murray High School
5976,Murray State
5977,Murray State College
5978,Murray State University
5979,Murrieta Valley
5980,Murrieta Valley High School
5981,Muscatine Community College
5982,Muscatine High School
5983,Muskegon
5984,Muskingum College
5985,Muskogee High School
5986,MuskogeeCentral
5987,Musselman
5988,Mustang
5989,Mustang HS
5990,Mustang High School
5991,Myers Park High School
5992,NC State
5993,NC State University
5994,Naches Valley
5995,Nacogdoches High School
5996,Nampa High School
5997,Napa High School
5998,Napa Valley College
5999,Naperville Central
6000,Naperville North
6001,Naples
6002,Naples High School
6003,Napoleon
6004,Narbonne High School
6005,Nashoba Regional
6006,Nashua
6007,Nashville
6008,Nashville Community High School
6009,Nassau Community College
6010,Natchez
6011,Natchitoches Central
6012,Nathan Hale
6013,Natick High School
6014,Nation Ford High School
6015,National Park College
6016,Natividad Rodriguez Gonzalez High School
6017,Natrona County
6018,Naugatuck
6019,Navajo
6020,Navarro College
6021,Navarro High School
6022,Navarro JC
6023,Navasota
6024,Navy
6025,Nazareth Academy
6026,Nazareth Area
6027,Nazareth Regional
6028,Nebraska City
6029,Nederland
6030,Needles
6031,Neenah
6032,Neff High School
6033,Neillsville High School
6034,Nekoosa
6035,Neligh-Oakdale
6036,Nelson County
6037,Nemo Vista
6038,Neodesha
6039,Neosho County
6040,Neosho County Community College.
6041,Nepean
6042,Neptune
6043,Neshaminy High School
6044,Neshannock
6045,Neshannock High School
6046,Nettleton
6047,Neumann College
6048,Neumann-Goretti High School
6049,Neuqua Valley High School
6050,Nevada
6051,Nevada Union
6052,Nevada-Las Vegas
6053,Nevarro JC
6054,Neville High School
6055,New Albany
6056,New Athens
6057,New Bedford
6058,New Bern
6059,New Bloomfield High School
6060,New Braunfels
6061,New Brighton
6062,New Brunswick
6063,New Canaan
6064,New Caney High School
6065,New Carlisle
6066,New Castle
6067,New Castle Chrysler
6068,New Castle High School
6069,New Diana
6070,New Dorp High School
6071,New Hanover High School
6072,New Hartford High School
6073,New Haven
6074,New Hope
6075,New Hyde Park
6076,New Hyde Park Memorial
6077,New Iberia High School
6078,New Jersey
6079,New Jersey City University
6080,New Jersey Institute of Technology
6081,New London High School
6082,New Market
6083,New Mexico
6084,New Mexico Highlands University
6085,New Mexico JC
6086,New Mexico Junior College
6087,New Mexico Military Institute
6088,New Mexico State
6089,New Mexico State University
6090,New Miami
6091,New Orleans
6092,New Palestine
6093,New Philadelphia
6094,New Providence High School
6095,New Richmond
6096,New Riegel
6097,New Rochelle
6098,New San Juan High School
6099,New Trier
6100,"New Trier HS, Winnetka, Ill."
6101,New Trier High School
6102,New Ulm
6103,New Utrecht
6104,New Waverly High School
6105,New Westminster
6106,New York Institute of Technology
6107,New York University
6108,New York Vocational
6109,Newark Academy
6110,Newark Catholic
6111,Newark High School
6112,Newark Memorial High School
6113,Newberg
6114,Newberry
6115,Newberry College
6116,Newburgh Free Academy
6117,Newbury Park High School
6118,Newell-Fonda
6119,Newfield Central
6120,Newhall
6121,Newman
6122,Newman Central Catholic High School
6123,Newman Smith
6124,Newman University
6125,Newmarket High School
6126,Newnan
6127,Newnan High School
6128,Newport Central Catholic
6129,Newport Harbor
6130,Newport Harbor High School
6131,Newport High School
6132,Newport News
6133,Newsome
6134,Newton Falls
6135,Newton High School
6136,Newton South High School
6137,Newton-Conover
6138,Newtown
6139,Next Level Academy
6140,Niagara
6141,Niagara Catholic
6142,Niagara County Community College
6143,Niagara County JC
6144,Niagara Falls
6145,Niagara University
6146,Niagara-Wheatfields
6147,Niagra
6148,Niceville
6149,Nicholls
6150,Nicholls State
6151,Nicholls State University
6152,Nichols High School
6153,Nickerson
6154,Nicolas Sevilla
6155,Niles High School
6156,Niles North
6157,Niles West High School
6158,Nimitz
6159,Ninnekah
6160,Nipomo High School
6161,Niskayuna High School
6162,Nitro
6163,Niwot
6164,Niwot HS
6165,Nixa High School
6166,Nixon-Smiley
6167,No School Attended
6168,Noblesville
6169,Noblesville HS
6170,Noblesville High School
6171,Nogales
6172,Nogales High School
6173,Nokomis
6174,Nolan Catholic
6175,Nooksack Valley
6176,Norcast
6177,Norco High School
6178,Norcross HS
6179,Norcross High School
6180,Nordhoff
6181,Norfolk Catholic
6182,Norfolk State
6183,Norfolk State University
6184,Norland High School
6185,Normal Community
6186,Normal West High School
6187,Norman High School
6188,Norman North
6189,Normandale Community College
6190,Normandy
6191,Norris High School
6192,Norristown Area
6193,Norte Vista
6194,Norte del Rio
6195,North
6196,North Adams State College
6197,North Alabama
6198,North Allegheny High School
6199,North Andover HS
6200,North Arkansas College
6201,North Arlington
6202,North Atlanta
6203,North Atlanta High School
6204,North Attleboro
6205,North Augusta High School
6206,North Baltimore
6207,North Bend High School
6208,North Bergen
6209,North Boone High School
6210,North Broward Prep
6211,North Broward Preparatory School
6212,North Brunswick
6213,North Brunswick Township
6214,North Caddo
6215,North Canyon High School
6216,North Carolina A&T
6217,North Carolina A&T State University
6218,North Carolina Central
6219,North Carolina Central University
6220,North Carolina State University
6221,North Carolina Wesleyan College
6222,North Caroline
6223,North Central
6224,North Central College
6225,North Central Texas College
6226,North Central University
6227,North Charleston
6228,North Chicago
6229,North Clayton
6230,North Cobb
6231,North Cobb High School
6232,North College Hill
6233,North County
6234,North Dakota State University
6235,North Dallas
6236,North Davidson High School
6237,North DeSoto
6238,North Delta
6239,North Edgecombe
6240,North Eugene
6241,North Farmington
6242,North Farmington High School
6243,North Florida
6244,North Florida Christian
6245,North Florida Christian School
6246,North Florida Community College
6247,North Forsyth High School
6248,North Fort Myers
6249,North Garland
6250,North Gaston High School
6251,North Georgia
6252,North Georgia College & State University
6253,North Green
6254,North Greenville
6255,North Greenville College
6256,North Greenville University
6257,North Gwinnett
6258,North Gwinnett High School
6259,North Hagerstown
6260,North Hall
6261,North Hall High School
6262,North Hardin
6263,North Haven
6264,North Henderson High School
6265,North Hennepin Community College
6266,North High School
6267,North Hills
6268,North Hollywood
6269,North Hunterdon High School
6270,North Idaho College
6271,North Iowa Area Community College
6272,North Iowa Area JC
6273,North Iverville
6274,North Johnston High School
6275,North Kansas City
6276,North Kansas City High School
6277,North Kingston
6278,North Kitsap
6279,North Lake College
6280,North Lakeville
6281,North Lenoir
6282,North Little Rock High School
6283,North Marion
6284,North McKinney
6285,North Mecklenburg
6286,North Mecklenburg High School
6287,North Medford
6288,North Mesquite High School
6289,North Miami
6290,North Miami Beach
6291,North Monterey County
6292,North Montgomery
6293,North Moore
6294,North Myrtle Beach
6295,North Newton
6296,North Oconee High School
6297,North Olmsted
6298,North Park Secondary School
6299,North Park University
6300,North Paulding High School
6301,North Phoenix
6302,North Plainfield High School
6303,North Posey
6304,North Quincy
6305,North Reading
6306,North Rockland
6307,North Rowan
6308,North Salem
6309,North Salinas
6310,North Schuylkill High School
6311,North Scott
6312,North Shore High School
6313,North Side
6314,North Springs High School
6315,North Stafford
6316,North Surrey
6317,North Surry High School
6318,North Syracuse
6319,North Thurston
6320,North Tonawanda
6321,North Torrance High School
6322,North Vermillion
6323,North Vigo High School
6324,North Woods High School
6325,North-Catholic
6326,Northampton
6327,Northampton Community College
6328,Northampton East High School
6329,Northbridge
6330,Northbrook
6331,Northeast Guilford
6332,"Northeast Guilford HS, McLeansville, N.C"
6333,Northeast High School
6334,Northeast Jones
6335,Northeast Lauderdale
6336,Northeast Mississippi Community College
6337,Northeast Tech
6338,Northeast Texas Community College
6339,Northeastern
6340,Northeastern High School
6341,Northeastern Illinois University
6342,Northeastern Junior College
6343,Northeastern Oklahoma A&M College
6344,Northeastern State
6345,Northeastern State University
6346,Northeastern University
6347,Northern Arizona University
6348,Northern Collegiate Institute
6349,Northern Colorado
6350,Northern Essex Community College
6351,Northern Essex JC
6352,Northern Garrett
6353,"Northern HS, Durham, N.C."
6354,Northern High School
6355,Northern Illinois University
6356,Northern Kentucky
6357,Northern Kentucky University
6358,Northern Michigan University
6359,Northern Oklahoma College
6360,Northern Oklahoma College-Enid Campus
6361,Northern Oklahoma College-Tonkawa Campus
6362,Northern Oklahoma JC
6363,Northern Oklahoma Junior College
6364,Northern State
6365,Northern State University
6366,Northern Valley Regional
6367,Northgate
6368,Northgate High School
6369,Northglenn
6370,Northland
6371,Northmont
6372,Northport
6373,Northridge High School
6374,Northrop
6375,"Northrop HS, Fort Wayne, Ind."
6376,Northshore High School
6377,Northside
6378,Northside Christian
6379,Northside Christian High School
6380,Northside High School
6381,Northside Methodist Academy
6382,Northview High School
6383,Northville
6384,Northville High School
6385,Northwest Baptist Seminary
6386,Northwest Cabarrus High School
6387,Northwest Catholic
6388,Northwest Christian
6389,Northwest Christian Academy
6390,Northwest Christian High School
6391,Northwest Classen High School
6392,Northwest Florida State College
6393,Northwest Florida State JC
6394,Northwest Florida State University
6395,Northwest High School
6396,Northwest Mississippi Community College
6397,Northwest Mississippi JC
6398,Northwest Missouri State University
6399,Northwest Nazarene University
6400,Northwest Rankin
6401,Northwest Rankin High School
6402,Northwest Shoals Community College
6403,Northwest Whitfield
6404,Northwestern
6405,Northwestern High School
6406,Northwestern Ohio
6407,Northwestern Oklahoma State University
6408,Northwestern Regional
6409,Northwestern Regional High School
6410,Northwestern State
6411,Northwestern State University
6412,Northwestern State University of Louisiana
6413,Northwestern University
6414,Northwood
6415,Northwood High School
6416,Northwood University
6417,Norview
6418,Norwalk
6419,Norwalk Community
6420,Norwalk Community College
6421,Norwalk Community High School
6422,Norwalk High School
6423,Norway
6424,"Norwayne HS, Creston, Ohio"
6425,Norwell
6426,Norwell High School
6427,Norwich University
6428,Norwin
6429,Norwin High School
6430,Norwood High School
6431,Notre Dame Catholic High
6432,Notre Dame Catholic High School
6433,Notre Dame College
6434,Notre Dame College Prep High School
6435,Notre Dame High School
6436,Notre Dame Prep High School
6437,Notre Dame Preparatory School
6438,Nottawasaga Pines High School
6439,Nouvel Catholic
6440,Nova
6441,Nova Southeastern
6442,Nova Southeastern University
6443,Novato
6444,Novi
6445,Nunez Community College
6446,Nutley
6447,Nyack
6448,O'Connell High School
6449,O'Dea
6450,O'Fallon
6451,O'Fallon Tech
6452,O'Gorman
6453,O'Hara
6454,O'Rafferty
6455,"OConnor HS, Helotes, Texas"
6456,Oak Creek HS
6457,Oak Creek High School
6458,Oak Forest
6459,Oak Forest Academy
6460,Oak Glen
6461,Oak Grove High School
6462,Oak Hall High School
6463,Oak Harbor
6464,Oak Hill
6465,Oak Hills High School
6466,Oak Lawn Community
6467,Oak Mountain High School
6468,Oak Park
6469,Oak Park and River Forest High School
6470,Oak Park-River Forest
6471,Oak Park-River Forest High School
6472,Oak Ridge HS
6473,"Oak Ridge HS, El Dorado Hills, Calif."
6474,Oak Ridge High School
6475,Oakcrest
6476,Oakdale
6477,Oakhaven
6478,Oakland
6479,Oakland High School
6480,Oakland Tech
6481,Oakland University
6482,Oakmont
6483,Oaks Christian
6484,"Oaks Christian HS, Westlake Village, Calif."
6485,Oaks Christian High School
6486,Oaks Christian School
6487,Oakton
6488,Oakton Community College
6489,Oakton High School
6490,Oakville
6491,Oakwood
6492,Oasis Alternative
6493,Oberlin
6494,Ocala High School
6495,Occidental College
6496,Ocean City HS
6497,Ocean City High School
6498,Ocean County College
6499,Ocean Lakes High School
6500,Ocean Springs
